accuracy,loss,val_accuracy,val_loss,learning_rate
0.21742738783359528,2.915003538131714,0.1860465109348297,2.296463966369629,0.0010000000474974513
0.2987551987171173,2.278143882751465,0.1744185984134674,2.4307405948638916,0.0010000000474974513
0.3443983495235443,2.1499125957489014,0.12790697813034058,2.7109973430633545,0.0010000000474974513
0.3792531192302704,1.8847769498825073,0.07364340871572495,2.7212204933166504,0.0010000000474974513
0.4000000059604645,1.8170807361602783,0.1589147299528122,3.0274717807769775,0.0010000000474974513
0.43485477566719055,1.7494189739227295,0.06589147448539734,2.929553747177124,0.0010000000474974513
0.45975103974342346,1.6702237129211426,0.151162788271904,3.380110263824463,0.0010000000474974513
0.4796680510044098,1.5304808616638184,0.1899224817752838,4.169144153594971,0.0010000000474974513
0.5377593636512756,1.3195714950561523,0.1434108465909958,3.8118295669555664,0.0005000000237487257
0.5875518918037415,1.211405873298645,0.19379845261573792,2.996159553527832,0.0005000000237487257
0.5850622653961182,1.2501633167266846,0.19379845261573792,2.9211132526397705,0.0005000000237487257
0.5908713936805725,1.2029085159301758,0.13565891981124878,2.857379674911499,0.0005000000237487257
0.603319525718689,1.1014227867126465,0.22868217527866364,2.4130918979644775,0.0005000000237487257
0.6423236727714539,1.0911062955856323,0.3643410801887512,1.990116834640503,0.0005000000237487257
0.6771784424781799,0.9676713347434998,0.341085284948349,2.059476375579834,0.0005000000237487257
0.6821576952934265,0.955492377281189,0.43410852551460266,1.7057074308395386,0.0005000000237487257
0.6937759518623352,0.9020764827728271,0.6201550364494324,1.0979877710342407,0.0005000000237487257
0.7004149556159973,0.8581638336181641,0.604651153087616,1.0979326963424683,0.0005000000237487257
0.7029045820236206,0.8934510350227356,0.6589147448539734,0.9240787625312805,0.0005000000237487257
0.7593361139297485,0.6998536586761475,0.6162790656089783,1.0511919260025024,0.0005000000237487257
0.7792531251907349,0.6704389452934265,0.6472868323326111,0.8909507989883423,0.0005000000237487257
0.7933610081672668,0.6228130459785461,0.5581395626068115,1.4782202243804932,0.0005000000237487257
0.7917012572288513,0.6149239540100098,0.6240310072898865,1.168996810913086,0.0005000000237487257
0.8331950306892395,0.5255296230316162,0.5891472697257996,1.242799162864685,0.0005000000237487257
0.8132780194282532,0.576972484588623,0.7015503644943237,0.8472181558609009,0.0005000000237487257
0.8074688911437988,0.5851919054985046,0.6937984228134155,0.860202968120575,0.0005000000237487257
0.8423236608505249,0.5074820518493652,0.7984496355056763,0.5947632193565369,0.0005000000237487257
0.8307054042816162,0.5166817903518677,0.6550387740135193,1.1828867197036743,0.0005000000237487257
0.8365145325660706,0.4819161593914032,0.7790697813034058,0.6954209208488464,0.0005000000237487257
0.8854771852493286,0.3629538118839264,0.8255813717842102,0.4645364284515381,0.0005000000237487257
0.8896265625953674,0.3187917470932007,0.7751938104629517,0.5881550312042236,0.0005000000237487257
0.9004149436950684,0.2872384190559387,0.7441860437393188,0.9695568084716797,0.0005000000237487257
0.8904564380645752,0.30537474155426025,0.8333333134651184,0.4267803728580475,0.0005000000237487257
0.9053941965103149,0.2599335014820099,0.817829430103302,0.5335417985916138,0.0005000000237487257
0.9070539474487305,0.2477860003709793,0.7829457521438599,0.6749132871627808,0.0005000000237487257
0.9095435738563538,0.24141891300678253,0.8410852551460266,0.4825282692909241,0.0005000000237487257
0.9045643210411072,0.2659398913383484,0.7829457521438599,0.6554311513900757,0.0005000000237487257
0.9302904605865479,0.18676252663135529,0.8875969052314758,0.30536213517189026,0.0005000000237487257
0.9344398379325867,0.20221278071403503,0.934108555316925,0.1964888572692871,0.0005000000237487257
0.9203319549560547,0.252829372882843,0.7713178396224976,0.7983713150024414,0.0005000000237487257
0.9344398379325867,0.18946139514446259,0.9031007885932922,0.2706279158592224,0.0005000000237487257
0.9377593398094177,0.15818099677562714,0.8992248177528381,0.2553379237651825,0.0005000000237487257
0.9410788416862488,0.17260020971298218,0.7751938104629517,0.7963474988937378,0.0005000000237487257
0.9236514568328857,0.20564545691013336,0.8062015771865845,0.6071237921714783,0.0005000000237487257
0.9385892152786255,0.1717950403690338,0.8488371968269348,0.47159743309020996,0.0005000000237487257
0.9460580945014954,0.16015130281448364,0.8759689927101135,0.3659963607788086,0.0005000000237487257
0.9493775963783264,0.1550377905368805,0.9651162624359131,0.11783172190189362,0.0002500000118743628
0.9535269737243652,0.13168872892856598,0.9108527302742004,0.2497231811285019,0.0002500000118743628
0.9651452302932739,0.09542933106422424,0.9031007885932922,0.3240002393722534,0.0002500000118743628
0.9593361020088196,0.10837265849113464,0.895348846912384,0.2705692946910858,0.0002500000118743628
0.968464732170105,0.09226537495851517,0.9418604373931885,0.22754991054534912,0.0002500000118743628
0.9692946076393127,0.08657872676849365,0.9263566136360168,0.23812788724899292,0.0002500000118743628
0.9701244831085205,0.08391047269105911,0.9031007885932922,0.23976421356201172,0.0002500000118743628
0.9601659774780273,0.10243972390890121,0.9689922332763672,0.1105952113866806,0.0002500000118743628
0.9651452302932739,0.11263669282197952,0.9069767594337463,0.2448880672454834,0.0002500000118743628
0.9734439849853516,0.07596493512392044,0.9496123790740967,0.10660877823829651,0.0002500000118743628
0.9751037359237671,0.09978752583265305,0.8837209343910217,0.45324668288230896,0.0002500000118743628
0.9734439849853516,0.07181483507156372,0.9069767594337463,0.25939491391181946,0.0002500000118743628
0.9800829887390137,0.06984194368124008,0.961240291595459,0.11539378017187119,0.0002500000118743628
0.9767634868621826,0.06141188368201256,0.9534883499145508,0.13360534608364105,0.0002500000118743628
0.9775933623313904,0.058047689497470856,0.9069767594337463,0.26684537529945374,0.0002500000118743628
0.9676348567008972,0.07715508341789246,0.8875969052314758,0.398480623960495,0.0002500000118743628
0.9759336113929749,0.07209359854459763,0.8992248177528381,0.3941551446914673,0.0002500000118743628
0.9701244831085205,0.0706297755241394,0.9651162624359131,0.11687252670526505,0.0001250000059371814
0.9792531132698059,0.054751213639974594,0.9806201457977295,0.07768553495407104,0.0001250000059371814
0.9734439849853516,0.05745835229754448,0.9689922332763672,0.10124204307794571,0.0001250000059371814
0.9767634868621826,0.06278011202812195,0.9069767594337463,0.24907973408699036,0.0001250000059371814
0.9809128642082214,0.05727389082312584,0.9573643207550049,0.11421283334493637,0.0001250000059371814
0.9850622415542603,0.042942456901073456,0.9689922332763672,0.06461849063634872,0.0001250000059371814
0.985892117023468,0.04132591187953949,0.9689922332763672,0.10541459172964096,0.0001250000059371814
0.9875518679618835,0.04804495722055435,0.9457364082336426,0.13196280598640442,0.0001250000059371814
0.9892116189002991,0.039737652987241745,0.8992248177528381,0.38993197679519653,0.0001250000059371814
0.9817427396774292,0.05048627406358719,0.9651162624359131,0.09925734251737595,0.0001250000059371814
0.9767634868621826,0.06867660582065582,0.9534883499145508,0.12816737592220306,0.0001250000059371814
0.9759336113929749,0.07736971229314804,0.8100775480270386,1.0424929857254028,0.0001250000059371814
0.9767634868621826,0.062045060098171234,0.9108527302742004,0.2383604645729065,0.0001250000059371814
0.9834024906158447,0.06530700623989105,0.9224806427955627,0.22448596358299255,6.25000029685907e-05
0.982572615146637,0.044733040034770966,0.934108555316925,0.17423683404922485,6.25000029685907e-05
0.985892117023468,0.04474369063973427,0.9534883499145508,0.11637047678232193,6.25000029685907e-05
0.982572615146637,0.043613333255052567,0.9534883499145508,0.11036934703588486,6.25000029685907e-05
0.985892117023468,0.04325483366847038,0.9651162624359131,0.09991253167390823,6.25000029685907e-05
0.9875518679618835,0.04251798987388611,0.9689922332763672,0.0757361426949501,6.25000029685907e-05
0.9842323660850525,0.03964170068502426,0.9806201457977295,0.05737362429499626,6.25000029685907e-05
0.9867219924926758,0.03900228068232536,0.9728682041168213,0.07614479959011078,6.25000029685907e-05
0.9842323660850525,0.047659069299697876,0.9651162624359131,0.0844990462064743,6.25000029685907e-05
0.9875518679618835,0.03494059294462204,0.9573643207550049,0.11387036740779877,6.25000029685907e-05
0.9883817434310913,0.032287150621414185,0.9534883499145508,0.13038481771945953,6.25000029685907e-05
0.9883817434310913,0.036008093506097794,0.961240291595459,0.08233870565891266,6.25000029685907e-05
0.9908713698387146,0.02627314254641533,0.9689922332763672,0.06898822635412216,6.25000029685907e-05
0.9892116189002991,0.03031870350241661,0.9534883499145508,0.10903957486152649,6.25000029685907e-05
0.9867219924926758,0.036882080137729645,0.9689922332763672,0.09324844181537628,3.125000148429535e-05
0.9892116189002991,0.035748593509197235,0.9651162624359131,0.06985139846801758,3.125000148429535e-05
0.9900414943695068,0.03152129426598549,0.9689922332763672,0.06792587041854858,3.125000148429535e-05
0.9892116189002991,0.03238344192504883,0.9728682041168213,0.06490720808506012,3.125000148429535e-05
0.985892117023468,0.03586897626519203,0.9689922332763672,0.0647352933883667,3.125000148429535e-05
0.9883817434310913,0.03675234317779541,0.9651162624359131,0.07134708762168884,3.125000148429535e-05
0.9883817434310913,0.027775878086686134,0.9767441749572754,0.056250058114528656,3.125000148429535e-05
0.9875518679618835,0.03260110318660736,0.9806201457977295,0.05783441290259361,3.125000148429535e-05
0.9850622415542603,0.038255225867033005,0.9728682041168213,0.0754978209733963,3.125000148429535e-05
0.9925311207771301,0.02617940492928028,0.961240291595459,0.08531465381383896,3.125000148429535e-05
